日期,天气,最高温度,最低温度,风力风向
2017年8月26日,阵雨,32,26,东北风 3-4级
2017年8月25日,雷阵雨,36,26,东北风 ≤3级
2017年8月24日,晴,38,28,西南风 ≤3级
2017年8月23日,多云,37,27,东南风 3-4级
2017年8月22日,雷阵雨,35,27,东南风 4-5级
2017年8月21日,雷阵雨,34,26,东风 ≤3级
2017年8月20日,雷阵雨,33,26,西风 ≤3级
2017年8月19日,多云,36,27,西南风 ≤3级
2017年8月18日,阵雨,36,26,西南风 ≤3级
2017年8月17日,多云,36,26,西南风 ≤3级
2017年8月16日,雷阵雨,34,26,西南风 ≤3级
2017年8月15日,雷阵雨,32,26,西风 ≤3级
2017年8月14日,雷阵雨,35,26,西南风 ≤3级
2017年8月13日,多云,36,27,西南风 ≤3级
2017年8月12日,雷阵雨,34,27,西南风 <3级
2017年8月11日,多云,36,27,东南风 ≤3级
2017年8月10日,多云,34,26,西风 ≤3级
2017年8月9日,中雨,32,27,西风 3-4级
2017年8月8日,雷阵雨,38,28,西南风 ≤3级
2017年8月7日,多云,38,29,西南风 ≤3级
2017年8月6日,阵雨,35,28,西南风 ≤3级
2017年8月5日,雷阵雨,36,28,西南风 ≤3级
2017年8月4日,晴,38,28,西南风 ≤3级
2017年8月3日,多云,37,28,南风 ≤3级
2017年8月2日,多云,35,27,东南风 3-4级
2017年8月1日,阵雨,34,27,东风 4-5级
,,,,
2017年7月31日,阵雨,36,29,东风 3-4级
2017年7月30日,阵雨,34,28,东南风 4-5级
2017年7月29日,多云,37,28,东风 ≤3级
2017年7月28日,晴,39,28,东风 ≤3级
2017年7月27日,晴,40,29,东风 ≤3级
2017年7月26日,晴,40,29,东风 3-4级
2017年7月25日,晴,41,29,东北风 ≤3级
2017年7月24日,晴,41,29,南风 ≤3级
2017年7月23日,晴,40,28,南风 ≤3级
2017年7月22日,晴,40,29,西南风 ≤3级
2017年7月21日,晴,38,29,西南风 ≤3级
2017年7月20日,晴,38,29,南风 ≤3级
2017年7月19日,多云,38,29,西南风 ≤3级
2017年7月18日,多云,38,28,南风 ≤3级
2017年7月17日,晴,38,28,南风 ≤3级
2017年7月16日,晴,38,28,南风 3-4级
2017年7月15日,晴,38,27,南风 ≤3级
2017年7月14日,雷阵雨,36,28,西南风 ≤3级
2017年7月13日,多云,37,28,西南风 ≤3级
2017年7月12日,多云,36,27,西南风 ≤3级
2017年7月11日,雷阵雨,32,26,西南风 ≤3级
2017年7月10日,雷阵雨,34,28,西南风 3～4级
2017年7月9日,雷阵雨,33,26,南风 3-4级
2017年7月8日,多云,35,26,南风 3-4级
2017年7月7日,雷阵雨,36,27,南风 3-4级
2017年7月6日,雷阵雨,35,26,南风 ≤3级
2017年7月5日,雷阵雨,33,25,南风 ≤3级
2017年7月4日,雷阵雨,33,25,南风 ≤3级
2017年7月3日,雷阵雨,32,25,南风 ≤3级
2017年7月2日,多云,34,26,南风 ≤3级
2017年7月1日,雷阵雨,34,25,南风 ≤3级
,,,,
2017年6月30日,多云,32,25,南风 ≤3级
2017年6月29日,阵雨,28,24,南风 ≤3级
2017年6月28日,阵雨,25,22,南风 ≤3级
2017年6月27日,阵雨,28,22,南风 ≤3级
2017年6月26日,阵雨,28,21,西南风 3-4级
2017年6月25日,大雨,26,21,西南风 ≤3级
2017年6月24日,暴雨,26,23,西南风 ≤3级
2017年6月23日,中雨,28,22,东南风 ≤3级
2017年6月22日,阵雨,29,22,东南风 ≤3级
2017年6月21日,阵雨,27,23,东风 3-4级
2017年6月20日,阵雨,28,23,东风 ≤3级
2017年6月19日,阵雨,28,22,东南风 ≤3级
2017年6月18日,多云,30,22,东南风 ≤3级
2017年6月17日,多云,28,20,东风 ≤3级
2017年6月16日,多云,29,19,东南风 3-4级
2017年6月15日,多云,29,19,东风 ≤3级
2017年6月14日,阴,26,19,东北风 ≤3级
2017年6月13日,中到大雨,22,20,东风 ≤3级
2017年6月12日,中雨,23,19,东风 4-5级
2017年6月11日,中雨,25,21,东北风 4-5级
2017年6月10日,雷阵雨,30,23,南风 4-5级
2017年6月9日,阵雨,28,23,南风 3-4级
2017年6月8日,多云,32,22,东南风 ≤3级
2017年6月7日,多云,30,21,西北风 4-5级
2017年6月6日,阵雨,28,20,西风 ≤3级
2017年6月5日,中雨,24,21,东风 3-4级
2017年6月4日,多云,29,20,东风 3-4级
2017年6月3日,多云,31,20,东风 ≤3级
2017年6月2日,多云,30,21,东北风 3-4级
2017年6月1日,阵雨,28,22,东风 ≤3级
,,,,
2017年5月31日,阵雨,32,24,西南风 ≤3级
2017年5月30日,多云,34,22,东南风 ≤3级
2017年5月29日,晴,32,21,东南风 ≤3级
2017年5月28日,晴,32,19,东风 ≤3级
2017年5月27日,晴,32,18,南风 ≤3级
2017年5月26日,晴,31,16,东北风 ≤3级
2017年5月25日,晴,28,17,北风 ≤3级
2017年5月24日,阴,24,16,北风 4-5级
2017年5月23日,中到大雨,26,19,北风 3-4级
2017年5月22日,多云,30,22,东南风 3-4级
2017年5月21日,多云,30,20,东南风 3-4级
2017年5月20日,阴,29,19,东南风 3-4级
2017年5月19日,多云,30,18,东南风 ≤3级
2017年5月18日,晴,30,18,东南风 ≤3级
2017年5月17日,多云,27,18,东风 ≤3级
2017年5月16日,阵雨,23,16,东北风 ≤3级
2017年5月15日,多云,27,17,东北风 <3级
2017年5月14日,晴,31,18,东北风 <3级
2017年5月13日,晴,29,17,东南风 <3级
2017年5月12日,中雨,22,18,东北风 ≤3级
2017年5月11日,多云,33,21,东南风 ≤3级
2017年5月10日,晴,32,17,西南风 ≤3级
2017年5月9日,多云,27,16,西风 4-5级
2017年5月8日,中雨,20,17,东南风 3-4级
2017年5月7日,多云,26,16,东风 ≤3级
2017年5月6日,多云,26,17,东北风 3-4级
2017年5月5日,多云,27,17,西北风 3-4级
2017年5月4日,小雨,24,17,西北风 4-5级
2017年5月3日,阴,25,19,东风 3-4级
2017年5月2日,阵雨,22,18,东风 ≤3级
2017年5月1日,阵雨,29,18,东南风 3-4级
